fraction	superkingdom	phylum	class	order	family	genus	species
0.00010839080304036203	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp900545245
0.00010839080304036203	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Faecalicoccus	s__Faecalicoccus sp900546545
0.00010839080304036203	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Streptomycetales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces diastaticus
0.00010839080304036203	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter	s__Oscillibacter sp900544615
0.00010839080304036203	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia sp945948535
0.00010839080304036203	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Fournierella	s__Fournierella pullistercoris
0.00010839080304036203	d__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__Aristaeellaceae	g__Limiplasma	s__Limiplasma merdipullorum
0.00010839080304036203	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__Eubacterium_R sp000436835
0.00010839080304036203	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp963616205
0.00010839080304036203	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Faecousia	s__Faecousia faecigallinarum
0.00010839080304036203	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas sp900551995
9.484195266031677e-05	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__Actinomyces howellii
9.484195266031677e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UMGS1623	s__UMGS1623 sp902492895
9.484195266031677e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Gabonibacter	s__Gabonibacter massiliensis
9.484195266031677e-05	Eukaryota	Chordata	Mammalia	Artiodactyla	Suidae	Babyrousa	Babyrousa celebensis
9.484195266031677e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter	s__Lawsonibacter phocaeensis_B
9.484195266031677e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Bariatricus	s__Bariatricus sp029227655
9.484195266031677e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__CAG-272	g__Flemingiibacterium	s__Flemingiibacterium sp900546315
9.484195266031677e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus epidermidis
9.484195266031677e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__UMGS1668	s__UMGS1668 sp004556975
9.484195266031677e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp002251365
9.484195266031677e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster sp000431375
9.484195266031677e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__Aristaeellaceae	g__SFTH01	s__SFTH01 sp004563405
9.484195266031677e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Hominicoprocola	s__Hominicoprocola sp900552375
9.484195266031677e-05	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium sp024580955
9.484195266031677e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides faecalis
9.484195266031677e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger qucibialis
9.484195266031677e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas sp900550585
9.484195266031677e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Minthosoma	s__Minthosoma sp900316975
9.484195266031677e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Baileyella	s__Baileyella intestinalis
9.484195266031677e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_Q	s__Eubacterium_Q sp902792005
8.129310228027153e-05	d__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__Victivallales	f__Victivallaceae	g__Victivallis	s__Victivallis vadensis
8.129310228027153e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA1783	s__UBA1783 sp016302195
8.129310228027153e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp900548195
8.129310228027153e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger formicilis
8.129310228027151e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__JALFST01	s__JALFST01 sp022779285
8.129310228027151e-05	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium sp012837295
8.129310228027151e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus suis_V
8.129310228027151e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__CAG-272	g__Avispirillum	s__Avispirillum sp945949385
8.129310228027151e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus orisratti
8.129310228027151e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp004557285
8.129310228027151e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA1081	s__UBA1081 sp022763825
8.129310228027151e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fusicatenibacter	s__Fusicatenibacter saccharivorans
8.129310228027151e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp934191715
8.129310228027151e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CAG-873	s__CAG-873 sp900554715
8.129310228027151e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter	s__Oscillibacter welbionis
8.129310228027151e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Dorea_A	s__Dorea_A contorta_A
8.129310228027151e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger sp036306485
8.129310228027151e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_C	s__Ruminococcus_C sp937907215
8.129310228027151e-05	d__Bacteria	p__Desulfobacterota_I	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__Desulfovibrio porci
8.129310228027151e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus sp945980025
8.129310228027151e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Acutalibacter	s__Acutalibacter sp905215055
8.129310228027151e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas sp900551355
8.129310228027151e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__UBA3818	s__UBA3818 sp002369315
8.129310228027151e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Pseudoflavonifractor	s__Pseudoflavonifractor capillosus
8.129310228027151e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Limivicinus	s__Limivicinus faecipullorum
8.129310228027151e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Massilistercora	s__Massilistercora sp902406105
8.129310228027151e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster sp900753815
8.129310228027151e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Massilicoli	s__Massilicoli timonensis
8.129310228027151e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UMGS1279	s__UMGS1279 sp900550315
8.129310228027151e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Dorea_A	s__Dorea_A longicatena
8.129310228027151e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103 sp900543625
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-611	s__CAG-611 sp900552235
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__W0P33-017	s__W0P33-017 sp004562765
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Scatomonas	s__Scatomonas hejianensis
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Limivicinus	s__Limivicinus sp003150355
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Saccharofermentanales	f__DTU023	g__SFGY01	s__SFGY01 sp004556455
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UMGS1591	s__UMGS1591 sp905198295
6.774425190022627e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Duodenibacillus	s__Duodenibacillus sp900544335
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster sp005845215
6.774425190022627e-05	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Sphaerochaetales	f__Sphaerochaetaceae	g__Bullifex	s__Bullifex sp028723145
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Terrisporobacter	s__Terrisporobacter sp022782605
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__F23-B02 sp000431075
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas sp004557655
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium_A	s__Phascolarctobacterium_A sp004562175
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Limivicinus	s__Limivicinus sp945873205
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium_A	s__Phascolarctobacterium_A sp945949475
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium cuniculi
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__CAG-138	g__PeH17	s__PeH17 sp004556165
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium_A	s__Phascolarctobacterium_A sp004558595
6.774425190022627e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CAG-1031	s__CAG-1031 sp000431215
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter faecis
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Oliverpabstia	s__Oliverpabstia sp022764165
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_E	s__Enterococcus_E cecorum_C
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Evtepia	s__Evtepia sp030535235
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Oscillibacter	s__Oscillibacter acutus
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Onthomonas	s__Onthomonas sp900758315
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Ruminococcoides	s__Ruminococcoides intestinale
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella	s__Hungatella hathewayi
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA6857	s__UBA6857 sp902792985
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Dorea_A	s__Dorea_A sp022769185
6.774425190022627e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter lactaris
6.774425190022627e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides merdae
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Limivicinus	s__Limivicinus sp029010715
5.4195401520181014e-05	d__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__Victivallales	f__Victivallaceae	g__UBA1784	s__UBA1784 sp934663655
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__JALEMS01	s__JALEMS01 sp022768185
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__JAEDDG01	s__JAEDDG01 sp016293865
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium_A	s__Phascolarctobacterium_A sp030540395
5.4195401520181014e-05	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Actinomycetaceae	g__Trueperella	s__Trueperella pyogenes
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium sp900759995
5.4195401520181014e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__CAG-873	s__CAG-873 sp004554255
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Lentihominibacter	s__Lentihominibacter sp022780965
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A fusiformis
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus delbrueckii_B
5.4195401520181014e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp945870315
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__JAEXAX01	s__JAEXAX01 sp023458035
5.4195401520181014e-05	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium pseudolongum
5.4195401520181014e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp004552615
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus johnsonii
5.4195401520181014e-05	d__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__Oligosphaerales	f__Oligosphaeraceae	g__UBA1724	s__UBA1724 sp900548225
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__Anaerotruncus colihominis
5.4195401520181014e-05	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Micrococcaceae	g__Kocuria	s__Kocuria atrinae_A
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__RF39	f__UBA660	g__CAG-302	s__CAG-302 sp900543825
5.4195401520181014e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes senegalensis
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__CAG-138	g__CAG-1024	s__CAG-1024 sp004554165
5.4195401520181014e-05	d__Bacteria	p__Patescibacteriota	c__Saccharimonadia	o__Saccharimonadales	f__Nanosyncoccaceae	g__UBA2834	s__UBA2834 sp004561445
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger sp004561545
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas cirricatena
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella caviae
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__CAG-272	g__CAG-272	s__CAG-272 sp000433515
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Wujia	s__Wujia sp029338675
5.4195401520181014e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides fluxus
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas sp900550615
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__RFN20	f__CAG-826	g__Onthovivens	s__Onthovivens sp022780025
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerocolumna	s__Anaerocolumna chitinilytica
5.4195401520181014e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Physcousia	s__Physcousia sp900766785
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__Christensenellaceae	g__QAKS01	s__QAKS01 sp003343685
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-791	s__CAG-791 sp000431495
5.4195401520181014e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella copri
5.4195401520181014e-05	Eukaryota	Chordata	Aves	Psittaciformes	Psittacidae	Poicephalus	Poicephalus gulielmi
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Feifaniaceae	g__RGIG6165	s__RGIG6165 sp017517965
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__CAG-382	g__Coliplasma	s__Coliplasma sp017434845
5.4195401520181014e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola dorei
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Saccharofermentanales	f__DTU023	g__DTU032	s__DTU032 sp012728535
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Vescimonas	s__Vescimonas sp000435975
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__Eubacterium_R sp900539325
5.4195401520181014e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp022777205
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Eubacterium_R	s__Eubacterium_R sp900542875
5.4195401520181014e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalicatena_A	s__Faecalicatena_A faecalis
4.064655114013576e-05	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanomethylophilus	s__Methanomethylophilus alvi
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Pseudoscillospira	s__Pseudoscillospira sp020555605
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAKRHR01	s__CAKRHR01 sp022770525
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerococcus	s__Aerococcus suis
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA3402	s__UBA3402 sp003478355
4.064655114013576e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__UBA7173	s__UBA7173 sp004557825
4.064655114013576e-05	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Pantoea	s__Pantoea eucrina
4.064655114013576e-05	d__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__Victivallales	f__Victivallaceae	g__Victivallis	s__Victivallis lenta
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Apopatocola	s__Apopatocola sp003522945
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__CAG-138	g__UBA1685	s__UBA1685 sp004560435
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__MOL361	f__Turicibacteraceae	g__Turicibacter	s__Turicibacter bilis
4.064655114013576e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Alloprevotella	s__Alloprevotella sp004556745
4.064655114013576e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Physcousia	s__Physcousia sp945865175
4.064655114013576e-05	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides sp000432655
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Choladousia	s__Choladousia sp902363135
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Oliverpabstia	s__Oliverpabstia intestinalis
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Clostridium_A	s__Clostridium_A leptum
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__CAKQOE01	s__CAKQOE01 sp934255545
4.064655114013576e-05	Eukaryota	Cnidaria	Anthozoa	Zoantharia	Epizoanthidae	Epizoanthus	Epizoanthus scotinus
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__Aristaeellaceae	g__Firm-10	s__Firm-10 sp004552515
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__Christensenellaceae	g__Christensenella	s__Christensenella massiliensis
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium_A	s__Phascolarctobacterium_A sp034086985
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A caecimuris
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Limivivens	s__Limivivens sp034101475
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAKXIK01	s__CAKXIK01 sp029008595
4.064655114013576e-05	d__Bacteria	p__Myxococcota	c__Bradymonadia	o__UBA4248	f__UBA4248	g__UBA4248	s__UBA4248 sp004554395
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Christensenellales	f__Aristaeellaceae	g__SFTH01	s__SFTH01 sp004554085
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus haemolyticus
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus pontis
4.064655114013576e-05	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__F23-B02 sp002472405
4.064655114013576e-05	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium gastrosuis
