query_name,rank,fraction,lineage,query_md5,query_filename,f_weighted_at_rank,bp_match_at_rank,query_ani_at_rank,total_weighted_hashes
SRR11125891,genus,0.0050891655450874835,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__W1P20-047,028a6fec,-,0.004227241318574119,1210000,0.901638163717718,73807
SRR11125891,genus,0.00492092866756393,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster,028a6fec,-,0.006787974040402671,1170000,0.9010440454429582,73807
SRR11125891,genus,0.004458277254374159,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Floccifex,028a6fec,-,0.00322462639045077,1060000,0.8993013321241952,73807
SRR11125891,genus,0.004458277254374159,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R,028a6fec,-,0.004660804530735568,1060000,0.8993013321241952,73807
SRR11125891,genus,0.004332099596231495,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila,028a6fec,-,0.0017884482501659732,1030000,0.898795218977081,73807
SRR11125891,genus,0.0042479811574697175,d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Anaerovibrio,028a6fec,-,0.0024252442180281004,1010000,0.898449716766627,73807
SRR11125891,genus,0.0042479811574697175,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238,028a6fec,-,0.002818160879049413,1010000,0.898449716766627,73807
SRR11125891,genus,0.004079744279946164,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus,028a6fec,-,0.005338247049737829,970000,0.8977381175768567,73807
SRR11125891,genus,0.003911507402422611,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SFDP01,028a6fec,-,0.0020052298562466975,930000,0.896997147346249,73807
SRR11125891,genus,0.0038273889636608344,d__Bacteria;p__Bacillota;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UMGS1590,028a6fec,-,0.0020458764073868333,910000,0.8966148620469877,73807
SRR11125891,genus,0.0037012113055181696,d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Aphodocola,028a6fec,-,0.0028452585798095036,880000,0.8960257038561731,73807
SRR11125891,genus,0.0037012113055181696,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177,028a6fec,-,0.0018561925020661998,880000,0.8960257038561731,73807
SRR11125891,genus,0.003575033647375505,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170,028a6fec,-,0.0017884482501659734,850000,0.8954165159091093,73807
SRR11125891,genus,0.0032385598923283985,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Limivivens,028a6fec,-,0.0015039223921850232,770000,0.8936827418500697,73807
SRR11125891,genus,0.00319650067294751,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus,028a6fec,-,0.0014632758410448874,760000,0.8934537066216529,73807
SRR11125891,genus,0.003154441453566622,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola,028a6fec,-,0.0015039223921850227,750000,0.893221697594942,73807
SRR11125891,genus,0.0031123822341857336,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium,028a6fec,-,0.0016529597463655209,740000,0.8929866357259498,73807
SRR11125891,genus,0.002775908479138627,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium,028a6fec,-,0.0012058476838240277,660000,0.8909856082227754,73807
SRR11125891,genus,0.0026917900403768506,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873,028a6fec,-,0.0013277873372444346,640000,0.8904481800775992,73807
SRR11125891,genus,0.0026497308209959625,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__SFHK01,028a6fec,-,0.0010026149281233488,630000,0.8901732598634963,73807
SRR11125891,genus,0.002607671601615074,d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium,028a6fec,-,0.0010432614792634846,620000,0.8898940276675501,73807
SRR11125891,genus,0.002565612382234186,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-349,028a6fec,-,0.001232945384584118,610000,0.889610344650468,73807
SRR11125891,genus,0.0024394347240915206,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus,028a6fec,-,0.0012058476838240277,580000,0.8887310969089954,73807
SRR11125891,genus,0.0022291386271870795,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas,028a6fec,-,0.000961968376983213,530000,0.8871615025531341,73807
SRR11125891,genus,0.002145020188425303,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__QAMX01;g__QAMX01,028a6fec,-,0.0009348706762231224,510000,0.8864926214316614,73807
SRR11125891,genus,0.002145020188425303,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Colivicinus,028a6fec,-,0.0008671264243228962,510000,0.8864926214316614,73807
SRR11125891,genus,0.002018842530282638,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia,028a6fec,-,0.0007722844716625795,480000,0.8854394577107502,73807
SRR11125891,genus,0.0018926648721399732,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bariatricus,028a6fec,-,0.0038614223583128974,450000,0.8843196771020417,73807
SRR11125891,genus,0.0018506056527590848,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio,028a6fec,-,0.0007858333220426247,440000,0.8839300925771255,73807
SRR11125891,genus,0.0018085464333781965,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Limiplasma,028a6fec,-,0.0007180890701423985,430000,0.8835317288999857,73807
SRR11125891,genus,0.0016403095558546433,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__W0P31-042,028a6fec,-,0.0006909913693823079,390000,0.8818418433984141,73807
SRR11125891,genus,0.001598250336473755,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UBA1206,028a6fec,-,0.0013548850380045254,380000,0.8813928151934151,73807
SRR11125891,genus,0.001598250336473755,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488,028a6fec,-,0.0007180890701423984,380000,0.8813928151934151,73807
SRR11125891,genus,0.001598250336473755,d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A,028a6fec,-,0.0007722844716625795,380000,0.8813928151934151,73807
SRR11125891,genus,0.0015561911170928668,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vermiculatibacterium,028a6fec,-,0.0008806752747029414,370000,0.880932049371294,73807
SRR11125891,genus,0.0015141318977119785,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia,028a6fec,-,0.0006774425190022627,360000,0.880458909133583,73807
SRR11125891,genus,0.0014720726783310901,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium,028a6fec,-,0.001449726990664842,350000,0.8799727042205719,73807
SRR11125891,genus,0.0014720726783310901,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1668,028a6fec,-,0.0006774425190022626,350000,0.8799727042205719,73807
SRR11125891,genus,0.0014300134589502018,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103,028a6fec,-,0.0007451867709024889,340000,0.8794726847429641,73807
SRR11125891,genus,0.0013458950201884253,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella,028a6fec,-,0.0005961494167219911,320000,0.8784278607898806,73807
SRR11125891,genus,0.0012617765814266488,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,028a6fec,-,0.0006638936686222173,300000,0.8773169474732266,73807
SRR11125891,genus,0.0012617765814266488,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAFBIX01,028a6fec,-,0.0005013074640616744,300000,0.8773169474732266,73807
SRR11125891,genus,0.0012617765814266488,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__UMGS1384;g__JAAZKA01,028a6fec,-,0.0005148563144417197,300000,0.8773169474732266,73807
SRR11125891,genus,0.0012617765814266486,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__UMGS124;g__UMGS124,028a6fec,-,0.0005013074640616744,300000,0.8773169474732266,73807
SRR11125891,genus,0.0011776581426648722,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Faecivicinus,028a6fec,-,0.0004606609129215386,280000,0.8761309142914978,73807
SRR11125891,genus,0.0011355989232839838,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia,028a6fec,-,0.00042001436178140287,270000,0.8755063758700702,73807
SRR11125891,genus,0.0011355989232839838,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A,028a6fec,-,0.00042001436178140287,270000,0.8755063758700702,73807
SRR11125891,genus,0.0011355989232839838,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella,028a6fec,-,0.0004606609129215386,270000,0.8755063758700702,73807
SRR11125891,genus,0.001009421265141319,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG11247,028a6fec,-,0.0004606609129215386,240000,0.8734867520623427,73807
SRR11125891,genus,0.0009673620457604306,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__SFRY01,028a6fec,-,0.0003522701098811766,230000,0.8727581294689526,73807
SRR11125891,genus,0.0009673620457604306,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__JAHHTG01,028a6fec,-,0.00042001436178140287,230000,0.8727581294689526,73807
SRR11125891,genus,0.0009673620457604306,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CALZFJ01,028a6fec,-,0.0003793678106412671,230000,0.8727581294689526,73807
SRR11125891,genus,0.0009253028263795424,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_AP,028a6fec,-,0.00036581896026122184,220000,0.8719977621186885,73807
SRR11125891,genus,0.0009253028263795424,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor,028a6fec,-,0.00032517240912108606,220000,0.8719977621186885,73807
SRR11125891,genus,0.0008832436069986541,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella,028a6fec,-,0.0004335632121614481,210000,0.8712027257625289,73807
SRR11125891,genus,0.0008411843876177658,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA3818,028a6fec,-,0.00029807470836099557,200000,0.8703696708932626,73807
SRR11125891,genus,0.0008411843876177658,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Fimadaptatus,028a6fec,-,0.0003387212595011313,200000,0.8703696708932626,73807
SRR11125891,genus,0.0007991251682368775,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__CAKUFI01,028a6fec,-,0.00029807470836099557,190000,0.8694947358963101,73807
SRR11125891,genus,0.0007991251682368775,d__Bacteria;p__Bacillota;c__Bacilli;o__MOL361;f__Turicibacteraceae;g__Turicibacter,028a6fec,-,0.0005555028655818554,190000,0.8694947358963101,73807
SRR11125891,genus,0.0007570659488559892,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia,028a6fec,-,0.00032517240912108606,180000,0.8685734368014595,73807
SRR11125891,genus,0.0007570659488559892,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes,028a6fec,-,0.00028452585798095033,180000,0.8685734368014595,73807
SRR11125891,genus,0.0007570659488559892,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenella,028a6fec,-,0.0004606609129215386,180000,0.8685734368014595,73807
SRR11125891,genus,0.000715006729475101,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ,028a6fec,-,0.0008671264243228962,170000,0.8676005256303292,73807
SRR11125891,genus,0.0007150067294751009,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fimivivens,028a6fec,-,0.00028452585798095033,170000,0.8676005256303292,73807
SRR11125891,genus,0.0007150067294751009,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus,028a6fec,-,0.0006638936686222174,170000,0.8676005256303292,73807
SRR11125891,genus,0.0007150067294751009,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Fimisoma,028a6fec,-,0.0003116235587410408,170000,0.8676005256303292,73807
SRR11125891,genus,0.0007150067294751009,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum,028a6fec,-,0.0002574281572208598,170000,0.8676005256303292,73807
SRR11125891,genus,0.0006729475100942127,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA4285,028a6fec,-,0.00024387930684081454,160000,0.8665698059427116,73807
SRR11125891,genus,0.0006308882907133243,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__SFTH01,028a6fec,-,0.00028452585798095033,150000,0.8654738890436661,73807
SRR11125891,genus,0.0006308882907133243,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina,028a6fec,-,0.00021678160608072406,150000,0.8654738890436661,73807
SRR11125891,genus,0.0006308882907133243,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__Onthomorpha,028a6fec,-,0.0002303304564607693,150000,0.8654738890436661,73807
SRR11125891,genus,0.0006308882907133243,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__SFTJ01,028a6fec,-,0.0002709770076009051,150000,0.8654738890436661,73807
SRR11125891,genus,0.0005888290713324361,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimivicinus,028a6fec,-,0.0005148563144417196,140000,0.8643038663360437,73807
SRR11125891,genus,0.0005467698519515478,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Apopatocola,028a6fec,-,0.0002032327557006788,130000,0.8630488605981727,73807
SRR11125891,genus,0.0005467698519515478,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Ornithospirochaeta,028a6fec,-,0.00024387930684081457,130000,0.8630488605981727,73807
SRR11125891,genus,0.0005467698519515478,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter,028a6fec,-,0.0002303304564607693,130000,0.8630488605981727,73807
SRR11125891,genus,0.0005467698519515477,Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Phacochoerus,028a6fec,-,0.0002032327557006788,130000,0.8630488605981727,73807
SRR11125891,genus,0.0005467698519515477,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,028a6fec,-,0.0007587356212825342,130000,0.8630488605981727,73807
SRR11125891,genus,0.0005467698519515477,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Bittarella,028a6fec,-,0.00036581896026122184,130000,0.8630488605981727,73807
SRR11125891,genus,0.0004626514131897712,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella,028a6fec,-,0.0003387212595011313,110000,0.8602265083238531,73807
SRR11125891,genus,0.0004626514131897712,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter_A,028a6fec,-,0.00021678160608072406,110000,0.8602265083238531,73807
SRR11125891,genus,0.0003785329744279946,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6382,028a6fec,-,0.00013548850380045254,90000,0.8568484085867073,73807
SRR11125891,genus,0.0003785329744279946,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__UBA1750;g__Spyradocola,028a6fec,-,0.00016258620456054303,90000,0.8568484085867073,73807
SRR11125891,genus,0.0003785329744279946,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia,028a6fec,-,0.00016258620456054303,90000,0.8568484085867073,73807
SRR11125891,genus,0.0003785329744279946,d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-1000,028a6fec,-,0.00012193965342040727,90000,0.8568484085867073,73807
SRR11125891,genus,0.0003785329744279946,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__RUG369,028a6fec,-,0.00014903735418049779,90000,0.8568484085867073,73807
SRR11125891,genus,0.0003785329744279946,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__UBA1829;g__UBA11452,028a6fec,-,0.00014903735418049779,90000,0.8568484085867073,73807
SRR11125891,genus,0.00033647375504710633,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__RGIG1962,028a6fec,-,0.00012193965342040727,80000,0.8548718250993794,73807
SRR11125891,genus,0.00033647375504710633,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A,028a6fec,-,0.0001761350549405883,80000,0.8548718250993794,73807
SRR11125891,genus,0.00033647375504710633,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAGTTR01,028a6fec,-,0.00012193965342040727,80000,0.8548718250993794,73807
SRR11125891,genus,0.00029441453566621804,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Hornefia,028a6fec,-,0.0007451867709024889,70000,0.8526364738168479,73807
SRR11125891,genus,0.00029441453566621804,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Synergistes,028a6fec,-,0.00012193965342040727,70000,0.8526364738168479,73807
SRR11125891,genus,0.00029441453566621804,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Chordicoccus,028a6fec,-,0.00012193965342040727,70000,0.8526364738168479,73807
SRR11125891,genus,0.00029441453566621804,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1623,028a6fec,-,9.484195266031677e-05,70000,0.8526364738168479,73807
SRR11125891,genus,0.00029441453566621804,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum,028a6fec,-,0.0002709770076009051,70000,0.8526364738168479,73807
SRR11125891,genus,0.00029441453566621804,d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-452,028a6fec,-,0.00014903735418049779,70000,0.8526364738168479,73807
SRR11125891,genus,0.00029441453566621804,d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-533,028a6fec,-,0.00010839080304036203,70000,0.8526364738168479,73807
SRR11125891,genus,0.00029441453566621804,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Gabonibacter,028a6fec,-,9.484195266031677e-05,70000,0.8526364738168479,73807
SRR11125891,genus,0.00025235531628532975,Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Babyrousa,028a6fec,-,9.484195266031677e-05,60000,0.8500632177857105,73807
SRR11125891,genus,0.00025235531628532975,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor,028a6fec,-,0.0003793678106412671,60000,0.8500632177857105,73807
SRR11125891,genus,0.00025235531628532975,d__Bacteria;p__Bacillota;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__JALFST01,028a6fec,-,8.129310228027151e-05,60000,0.8500632177857105,73807
SRR11125891,genus,0.00025235531628532975,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1696,028a6fec,-,0.00012193965342040727,60000,0.8500632177857105,73807
SRR11125891,genus,0.00025235531628532975,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Maliibacteriaceae;g__RGIG9107,028a6fec,-,0.00012193965342040727,60000,0.8500632177857105,73807
SRR11125891,genus,0.00025235531628532975,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Rothia,028a6fec,-,0.00010839080304036203,60000,0.8500632177857105,73807
SRR11125891,genus,0.00025235531628532975,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__SFMI01,028a6fec,-,9.484195266031677e-05,60000,0.8500632177857105,73807
SRR11125891,genus,0.00025235531628532975,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__Flemingiibacterium,028a6fec,-,9.484195266031677e-05,60000,0.8500632177857105,73807
SRR11125891,genus,0.00025235531628532975,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFDB01,028a6fec,-,0.0006096982671020364,60000,0.8500632177857105,73807
SRR11125891,genus,0.00021029609690444146,d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-611,028a6fec,-,6.774425190022627e-05,50000,0.8470297246704097,73807
SRR11125891,genus,0.00021029609690444146,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__W0P33-017,028a6fec,-,6.774425190022627e-05,50000,0.8470297246704097,73807
SRR11125891,genus,0.00021029609690444146,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis,028a6fec,-,6.774425190022627e-05,50000,0.8470297246704097,73807
SRR11125891,genus,0.00021029609690444146,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Scatomonas,028a6fec,-,6.774425190022627e-05,50000,0.8470297246704097,73807
SRR11125891,genus,0.00021029609690444146,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B,028a6fec,-,0.0001761350549405883,50000,0.8470297246704097,73807
SRR11125891,genus,0.00021029609690444146,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus_A,028a6fec,-,0.00029807470836099557,50000,0.8470297246704097,73807
SRR11125891,genus,0.4703482503364732,unclassified,028a6fec,-,0.31528174834365275,111830000,,73807
SRR11125891,species,0.06582267833109018,Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa,028a6fec,-,0.025959597328166707,15650000,0.9480492372114512,73807
SRR11125891,species,0.02464670255720054,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,028a6fec,-,0.0208381318845096,5860000,0.9299634057057057,73807
SRR11125891,species,0.012239232839838493,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis,028a6fec,-,0.007600905063205386,2910000,0.9172864627204327,73807
SRR11125891,species,0.012028936742934052,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia sp004562915,028a6fec,-,0.011001666508596745,2860000,0.9169747919501692,73807
SRR11125891,species,0.01080921938088829,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565,028a6fec,-,0.007844784370046202,2570000,0.9150544716864322,73807
SRR11125891,species,0.010178331090174967,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp004556565,028a6fec,-,0.01684122102239625,2420000,0.9139760904771604,73807
SRR11125891,species,0.010136271870794078,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis,028a6fec,-,0.009755172273632581,2410000,0.9139018859309354,73807
SRR11125891,species,0.0093371467025572,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245,028a6fec,-,0.006869267142682943,2220000,0.9124315168354757,73807
SRR11125891,species,0.009042732166890983,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000434975,028a6fec,-,0.00508081889251697,2150000,0.9118584867292535,73807
SRR11125891,species,0.008453903095558546,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Limousia;s__Limousia pullorum,028a6fec,-,0.1345536331242294,2010000,0.9106553933166402,73807
SRR11125891,species,0.008411843876177659,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp945877515,028a6fec,-,0.01972712615334589,2000000,0.9105663401892929,73807
SRR11125891,species,0.008243606998654104,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Lentihominibacter;s__Lentihominibacter sp022775805,028a6fec,-,0.019266465240424354,1960000,0.9102057075981914,73807
SRR11125891,species,0.007949192462987887,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__Phil1 sp001940855,028a6fec,-,0.041283347107997886,1890000,0.9095568794076492,73807
